Incident ID;Agency;Offense;Street;City;State;Longitude;Latitude;Forcible;maps;Date of Report;Hour of Report;Date of Occurence;Hour of Occurence;Date Found;Hour Found;Apartment;Zipcode;Reported As;Premise Description;Victim Age;Weapon Description;Victim Race;Victim Gender 
141365;CHPD;INFORMATION;1060 NC 54;CHAPEL HILL;NC;-79.06515375;35.89867045;N;35.89867045, -79.06515375;2017-03-08;16:26:00;2017-03-08;16:26:00;2017-03-08;16:26:00;D1;27516;TRESPASSING/UNW;OTHER RESIDENCE - OTHER DWELLING;55.0;NOT APPLICABLE/NONE;W;M
141284;CHPD;DRUNK AND DISRUPTIVE;1500 E FRANKLIN ST;CHAPEL HILL;NC;-79.03376903;35.92945427;;35.92945427, -79.03376903;2017-03-06;15:11:00;2017-03-06;15:10:00;2017-03-06;15:11:00;;27514;DISTURBANCE/NUI;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
142298;CHPD;VANDALISM / DAMAGE TO PROPERTY (WILLFUL);7 SHEPHERD LN;CHAPEL HILL;NC;-79.03169689;35.92487813;Y;35.92487813, -79.03169689;2017-03-29;17:48:00;2017-03-29;17:48:00;2017-03-29;17:48:00;D1;27514;DISTURBANCE/NUI;HOME OF VICTIM - OTHER DWELLING;36.0;PERSONAL WEAPONS (HANDS  FEET;W;F
142054;CHPD;B&E    LARCENY F/VEHICLE;603 S MERRITT MILL RD;CHAPEL HILL;NC;-79.06378804;35.9052392;N;35.9052392, -79.06378804;2017-03-23;8:07:00;2017-03-22;20:00:00;2017-03-23;8:07:00;;27516;THEFT/LARCENY;HIGHWAY/ROAD/STREET  ETC.;24.0;NOT APPLICABLE/NONE;I;M
142316;CHPD;IDENTITY THEFT;624 COOLIDGE ST;CHAPEL HILL;NC;-79.0635876;35.89759211;N;35.89759211, -79.0635876;2017-03-30;9:50:00;2017-03-30;9:50:00;2017-03-30;9:50:00;;27516;FRAUD OR DECEPT;HOME OF VICTIM - SINGLE FAMILY;21.0;NOT APPLICABLE/NONE;W;M
142262;CHPD;ASSIST CHFD;716 MARKET ST;CHAPEL HILL;NC;-79.06596359;35.8801391;N;35.8801391, -79.06596359;2017-03-28;17:42:00;2017-03-28;17:35:00;2017-03-28;17:42:00;;27516;VEHICLE FIRE;PARKING LOT/AREA;46.0;NOT APPLICABLE/NONE;W;M
142061;CHPD;IDENTITY THEFT;1032 PINEHURST DR;CHAPEL HILL;NC;-79.01424154;35.9134567;N;35.9134567, -79.01424154;2017-03-23;11:43:00;2017-03-01;0;2017-03-01;0;;27517;MISC OFFICER IN;HOME OF VICTIM - SINGLE FAMILY;;NOT APPLICABLE/NONE;W;F
142067;CHPD;DRUG VIOLATIONS;125 E ROSEMARY ST;CHAPEL HILL;NC;-79.05560626;35.91471795;;35.91471795, -79.05560626;2017-03-23;14:06:00;2017-03-23;14:06:00;2017-03-23;14:06:00;;27514;MISC OFFICER IN;ENCLOSED PARKING/DECK;;NOT APPLICABLE/NONE;;
142103;CHPD;ASSIST EMS;500 N COLUMBIA ST;CHAPEL HILL;NC;-79.05810253;35.9176359;;35.9176359, -79.05810253;2017-03-24;14:40:00;2017-03-24;14:40:00;2017-03-24;14:40:00;C;27516;UNKNOWN PROBLEM;OTHER RESIDENCE - OTHER DWELLING;;NOT APPLICABLE/NONE;W;M
142125;CHPD;IMPEDING TRAFFIC;W FRANKLIN ST at N COLUMBIA ST;CHAPEL HILL;NC;-79.05577087;35.91324234;N;35.91324234, -79.05577087;2017-03-25;1:14:00;2017-03-25;1:14:00;2017-03-25;1:14:00;;27516;MISC OFFICER IN;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
142115;CHPD;PANHANDLING AT NIGHT;110 W FRANKLIN ST;CHAPEL HILL;NC;-79.05659787;35.91327701;N;35.91327701, -79.05659787;2017-03-24;21:48:00;2017-03-24;21:47:00;2017-03-24;21:48:00;;27516;MISC OFFICER IN;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
142269;CHPD;LARCENY OF CELL PHONE;1500 E FRANKLIN ST;CHAPEL HILL;NC;-79.03376903;35.92945427;;35.92945427, -79.03376903;2017-03-28;21:04:00;2017-03-28;21:00:00;2017-03-28;21:04:00;;27514;THEFT/LARCENY;OTHER RETAIL ESTABLISHMENT;30.0;NOT APPLICABLE/NONE;W;F
142235;CHPD;PANHANDLING/LOITERING;1009 S COLUMBIA ST;CHAPEL HILL;NC;-79.05855397;35.89589451;N;35.89589451, -79.05855397;2017-03-27;18:04:00;2017-03-27;18:04:00;2017-03-27;18:04:00;;27516;TRESPASSING/UNW;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
142220;CHPD;VOLUNTARY MENTAL COMMITMENT;XX XX;CHAPEL HILL;NC;;;N;;2017-03-27;8:12:00;2017-03-27;5:00:00;2017-03-27;8:12:00;;27514;MENTAL DISORDER;HOME OF VICTIM - OTHER DWELLING;;NOT APPLICABLE/NONE;W;F
139596;CHPD;ASSIST  EMS;2404 ENVIRON WAY;CHAPEL HILL;NC;-79.02262632;35.90683898;Y;35.90683898, -79.02262632;2017-02-01;4:59:00;2017-02-01;4:55:00;2017-02-01;4:56:00;;27517;UNKNOWN PROBLEM;HOME OF VICTIM - SINGLE FAMILY;;OTHER ENTRY DEVICE;W;F
139610;CHPD;TRAFFIC / DIRECTED PATROL;100 HILLSPRING LN at HIGHGROVE DR;CHAPEL HILL;NC;-79.07143729;35.88966834;;35.88966834, -79.07143729;2017-02-01;8:10:00;2017-02-01;8:10:00;2017-02-01;8:10:00;;27516;STATIONARY PATR;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139585;CHPD;DISTURBING THE PEACE;719 PRITCHARD AVE EXT;CHAPEL HILL;NC;-79.06108093;35.91996384;N;35.91996384, -79.06108093;2017-01-31;20:40:00;2017-01-31;20:40:00;2017-01-31;20:40:00;;27516;DISTURBANCE/NUI;HOME OF OFFENDER - OTHER DWELL;32.0;NOT APPLICABLE/NONE;W;F
139550;CHPD;ROBBERY;800 PRITCHARD AVE EXT;CHAPEL HILL;NC;-79.06116486;35.92024612;Y;35.92024612, -79.06116486;2017-01-31;23:59:59;2017-01-31;23:59:59;2017-01-31;23:59:59;H;27516;ROBBERY/CARJACK;PARKING LOT/AREA;35.0;PERSONAL WEAPONS (HANDS  FEET;W;M
139568;CHPD;ABANDONED VEHICLE;1100 NC 54;CHAPEL HILL;NC;-79.06811985;35.90006609;N;35.90006609, -79.06811985;2017-01-31;11:04:00;2017-01-31;11:03:00;2017-01-31;11:04:00;;27516;SUSPICIOUS/WANT;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
139552;CHPD;COMMUNICATING THREATS;606 N ESTES DR;CHAPEL HILL;NC;-79.04698684;35.93635308;N;35.93635308, -79.04698684;2017-01-30;19:38:00;2017-01-30;12:00:00;2017-01-30;19:38:00;;27514;HARASSMENT/STAL;SCHOOL/COLLEGE;;UNDETERMINED FIREARM;W;F
139443;CHPD;TRESPASSING;201 S ESTES DR;CHAPEL HILL;NC;-79.0297071;35.92785452;N;35.92785452, -79.0297071;2017-01-29;1:31:00;2017-01-29;1:31:00;2017-01-29;1:31:00;;27514;DISTURBANCE/NUI;SERVICE/GAS STATION;;NOT APPLICABLE/NONE;;
139439;CHPD;BURGLARY W/FORCE;737 E FRANKLIN ST;CHAPEL HILL;NC;-79.04106781;35.91804716;Y;35.91804716, -79.04106781;2017-01-28;21:06:00;2017-01-28;21:06:00;2017-01-28;21:06:00;;27514;BURGLARY/HOME I;OTHER RESIDENCE - OTHER DWELLING;40.0;BLUNT OBJECT (CLUB  HAMMER  ETC.);W;F
139353;CHPD;COMMUNITY OUTREACH;101 SMITH LEVEL RD;CHAPEL HILL;NC;-79.0718295;35.89996376;N;35.89996376, -79.0718295;2017-01-27;11:21:00;2017-01-27;11:20:00;2017-01-27;11:21:00;;27516;MISC OFFICER IN;SCHOOL/COLLEGE;;NOT APPLICABLE/NONE;;
139294;CHPD;LARCENY OF CELLPHONE;500 WEAVER DAIRY RD;CHAPEL HILL;NC;-79.02856645;35.96062746;N;35.96062746, -79.02856645;2017-01-26;10:38:00;2017-01-25;10:30:00;2017-01-25;13:30:00;;27514;THEFT/LARCENY;SCHOOL/COLLEGE;50.0;PERSONAL WEAPONS (HANDS  FEET;W;F
139234;CHPD;PANHANDLING/LOITERING;FORDHAM BLVD at S COLUMBIA ST;CHAPEL HILL;NC;-79.05202484;35.89475632;N;35.89475632, -79.05202484;2017-01-24;16:42:00;2017-01-24;16:42:00;2017-01-24;16:42:00;;27514;MISC OFFICER IN;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139153;CHPD;INFORMATION;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05292697;35.92695367;N;35.92695367, -79.05292697;2017-01-23;10:46:00;2017-01-23;10:46:00;2017-01-23;10:46:00;;27514;FRAUD OR DECEPT;HOME OF VICTIM - SINGLE FAMILY;50.0;NOT APPLICABLE/NONE;W;M
139129;CHPD;DRIVING WHILE IMPAIRED;OLD DURHAM RD AND FORDHAM BLVD;CHAPEL HILL;NC;;;N;;2017-01-22;15:46:00;2017-01-22;15:40:00;2017-01-22;15:40:00;;27514;TRAFFIC STOP;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139113;CHPD;LOUD MUSIC/PARTY;400 W ROSEMARY ST;CHAPEL HILL;NC;-79.06297741;35.91212848;N;35.91212848, -79.06297741;2017-01-22;23:59:59;2017-01-22;23:59:59;2017-01-22;23:59:59;207;27516;DISTURBANCE/NUI;HOME OF OFFENDER - OTHER DWELL;;NOT APPLICABLE/NONE;;
141214;CHPD;TRESPASSING;304 ASHLEY FOREST RD;CHAPEL HILL;NC;-79.05504392;35.94449951;N;35.94449951, -79.05504392;2017-03-04;23:20:00;2017-03-04;23:15:00;2017-03-04;23:20:00;F;27514;DISTURBANCE/NUI;HOME OF VICTIM - OTHER DWELLING;58.0;NOT APPLICABLE/NONE;B;F
141092;CHPD;HARASSMENT;5639 OLD CHAPEL HILL RD;DURHAM;NC;-79.00180054;35.94472122;N;35.94472122, -79.00180054;2017-03-02;10:43:00;2017-02-14;13:30:00;2017-03-01;15:00:00;407;27707;INFO MESSAGE;HOME OF VICTIM - SINGLE FAMILY;24.0;NOT APPLICABLE/NONE;W;F
141068;CHPD;DOMESTIC DISTURBANCE/NO ASSAULT;5639 OLD CHAPEL HILL RD;DURHAM;NC;-79.00180054;35.94472122;N;35.94472122, -79.00180054;2017-03-01;17:54:00;2017-03-01;17:54:00;2017-03-01;17:54:00;1305;27707;DOMESTIC DISTUR;HOME OF VICTIM - OTHER DWELLING;53.0;NOT APPLICABLE/NONE;B;F
141052;CHPD;COMMUNICATION THREATS;101 EUROPA DR;CHAPEL HILL;NC;-79.01718305;35.93990562;N;35.93990562, -79.01718305;2017-03-01;13:43:00;2017-03-01;13:43:00;2017-03-01;13:43:00;200;27514;HARASSMENT/STAL;COMMERCIAL/OFFICE BUILDING;;UNKNOWN/NOT STATED;;
141023;CHPD;B&E    LARCENY F/VEHICLE;201 S ESTES DR;CHAPEL HILL;NC;-79.0297071;35.92785452;N;35.92785452, -79.0297071;2017-02-28;23:16:00;2017-02-28;22:50:00;2017-02-28;23:00:00;;27514;SUSPICIOUS/WANT;PARKING LOT/AREA;32.0;NOT APPLICABLE/NONE;W;F
140926;CHPD;TRESPASSING;100 W ROSEMARY ST;CHAPEL HILL;NC;-79.05665128;35.91419305;;35.91419305, -79.05665128;2017-02-26;12:31:00;2017-02-26;12:31:00;2017-02-26;12:31:00;;27516;TRESPASSING/UNW;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
140938;CHPD;SIMPLE POSSESSION;115 N ROBERSON ST at W ROSEMARY ST;CHAPEL HILL;NC;-79.06382751;35.91124344;;35.91124344, -79.06382751;2017-02-26;15:53:00;2017-02-26;15:53:00;2017-02-26;15:53:00;;27516;TRAFFIC STOP;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
140837;CHPD;ASSIST EMS;324 W ROSEMARY ST;CHAPEL HILL;NC;-79.06106416;35.91258009;;35.91258009, -79.06106416;2017-02-25;6:59:00;2017-02-25;6:59:00;2017-02-25;6:59:00;;27516;UNKNOWN PROBLEM;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;W;M
140810;CHPD;CHECK WELL BEING;300 MEADOWMONT LN;;NC;-79.00794983;35.90906143;;35.90906143, -79.00794983;2017-02-24;13:27:00;2017-02-24;13:27:00;2017-02-24;13:27:00;;27517;PUBLIC SERVICE;PARKING LOT/AREA;;NOT APPLICABLE/NONE;W;M
140755;CHPD;SUSPICIOUS PERSON;17 RIGGSBEE RD;CHAPEL HILL;NC;-79.04325983;35.95218465;N;35.95218465, -79.04325983;2017-02-23;18:37:00;2017-02-23;17:40:00;2017-02-23;17:45:00;;27514;SUSPICIOUS/WANT;HOME OF VICTIM - SINGLE FAMILY;;NOT APPLICABLE/NONE;A;M
138258;CHPD;DOMESTIC DISTURBANCE/NO ASSAULT;1315 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05881295;35.95163255;N;35.95163255, -79.05881295;2017-01-02;10:15:00;2017-01-02;10:15:00;2017-01-02;10:15:00;;27516;SUSPICIOUS/WANT;PARKING LOT/AREA;30.0;NOT APPLICABLE/NONE;B;M
141617;CHPD;IDENTITY THEFT;121 GINKO TRAIL;CHAPEL HILL;NC;-79.07021152;35.96902495;N;35.96902495, -79.07021152;2017-03-13;9:49:00;2017-03-08;0;2017-03-11;12:49:00;;27514;MISC OFFICER IN;HOME OF VICTIM - SINGLE FAMILY;;NOT APPLICABLE/NONE;W;F
141588;CHPD;ALCOHOL VIOLATIONS;1860 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05878526;35.96665966;N;35.96665966, -79.05878526;2017-03-12;14:13:00;2017-03-12;14:10:00;2017-03-12;14:12:00;;27514;PUBLIC SERVICE;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
142132;CHPD;FIGHTING/ AFFRAY;134 E FRANKLIN ST;CHAPEL HILL;NC;-79.05447582;35.91334843;Y;35.91334843, -79.05447582;2017-03-25;2:56:00;2017-03-25;2:56:00;2017-03-25;2:56:00;;27514;MISC OFFICER IN;BEHIND BUILDING/ALLEY;;PERSONAL WEAPONS (HANDS  FEET;;
142178;CHPD;LOUD MUSIC/PARTY;111 PUREFOY RD;CHAPEL HILL;NC;-79.05086726;35.89802526;N;35.89802526, -79.05086726;2017-03-25;17:54:00;2017-03-25;17:54:00;2017-03-25;17:54:00;;27514;DISTURBANCE/NUI;HOME OF OFFENDER - SINGLE FAMI;;NOT APPLICABLE/NONE;;
142055;CHPD;INFORMATION;225 CULBRETH RD;CHAPEL HILL;NC;-79.0673142;35.89027432;N;35.89027432, -79.0673142;2017-03-23;11:00:00;2017-03-23;8:55:00;2017-03-23;9:00:00;;27516;INFO MESSAGE;SCHOOL/COLLEGE;;NOT APPLICABLE/NONE;;
142021;CHPD;VOLUNTARY MENTAL COMMITMENT;XX XX;CHAPEL HILL;NC;;;N;;2017-03-22;11:10:00;2017-03-22;11:00:00;2017-03-22;11:01:00;;27517;MENTAL DISORDER;MEDICAL FACILITY;;PERSONAL WEAPONS (HANDS  FEET;W;M
141461;CHPD;IDENTITY THEFT;101 PINEGATE CIR;CHAPEL HILL;NC;-79.00832591;35.94805882;N;35.94805882, -79.00832591;2017-03-10;13:23:00;2017-03-10;13:23:00;2017-03-10;13:23:00;10;27514;FRAUD OR DECEPT;HOME OF VICTIM - SINGLE FAMILY;24.0;NOT APPLICABLE/NONE;W;M
140198;CHPD;NARCOTIC SEARCH;351 PITTSBORO ST at VANCE ST;CHAPEL HILL;NC;-79.05484009;35.90673065;N;35.90673065, -79.05484009;2017-02-12;23:59:59;2017-02-12;23:59:59;2017-02-12;23:59:59;;27516;TRAFFIC STOP;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139973;CHPD;DOMESTIC DISTURBANCE/NO ASSAULT;111 WEATHERSTONE DR;CHAPEL HILL;NC;-79.04661306;35.96561806;N;35.96561806, -79.04661306;2017-02-07;23:26:00;2017-02-07;23:26:00;2017-02-07;23:26:00;C;27514;DOMESTIC DISTUR;HOME OF VICTIM - OTHER DWELLING;33.0;NOT APPLICABLE/NONE;B;F
139804;CHPD;INFORMATION;116 W BARBEE CHAPEL RD;CHAPEL HILL;NC;-79.01090323;35.90626346;N;35.90626346, -79.01090323;2017-02-03;20:40:00;2017-02-03;20:40:00;2017-02-03;20:40:00;;27517;MISC OFFICER IN;GROCERY/SUPERMARKET;;NOT APPLICABLE/NONE;;
139646;CHPD;DISTURBING THE PEACE;601 MEADOWMONT LN;CHAPEL HILL;NC;-79.00804792;35.91435787;Y;35.91435787, -79.00804792;2017-02-01;20:26:00;2017-02-01;20:26:00;2017-02-01;20:26:00;;27517;DISTURBANCE/NUI;SCHOOL/COLLEGE;;PERSONAL WEAPONS (HANDS  FEET;;
139551;CHPD;CHECK ON WELL BEING;5623 FORDHAM BLVD;DURHAM;NC;-79.0002602;35.94946207;N;35.94946207, -79.0002602;2017-01-31;3:49:00;2017-01-31;23:59:59;2017-01-31;3:49:00;;27707;SUICIDE ATTEMPT;HOTEL/MOTEL;;NOT APPLICABLE/NONE;W;F
139525;CHPD;ASSIST;116 W BARBEE CHAPEL RD;CHAPEL HILL;NC;-79.01090323;35.90626346;N;35.90626346, -79.01090323;2017-01-30;12:13:00;2017-01-30;8:00:00;2017-01-30;12:13:00;;27517;FRAUD OR DECEPT;GROCERY/SUPERMARKET;25.0;NOT APPLICABLE/NONE;W;M
139513;CHPD;LOUD MUSIC/PARTY;500 UMSTEAD DR;CHAPEL HILL;NC;-79.0666124;35.9245563;N;35.9245563, -79.0666124;2017-01-29;22:57:00;2017-01-29;22:55:00;2017-01-29;22:57:00;F308;27516;DISTURBANCE/NUI;HOME OF OFFENDER - OTHER DWELL;;NOT APPLICABLE/NONE;;
139377;CHPD;ASSIST CHAPEL HILL FIRE DEPARTMENT;54 DAVIE CIR;CHAPEL HILL;NC;-79.03736745;35.91986498;N;35.91986498, -79.03736745;2017-01-27;21:41:00;2017-01-27;21:41:00;2017-01-27;21:41:00;B;27514;STRUCTURE FIRE;HOME OF VICTIM - OTHER DWELLING;21.0;NOT APPLICABLE/NONE;W;M
139378;CHPD;LOUD MUSIC/PARTY;602 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05302144;35.91803312;N;35.91803312, -79.05302144;2017-01-27;22:56:00;2017-01-27;22:56:00;2017-01-27;22:56:00;505;27514;DISTURBANCE/NUI;HOME OF OFFENDER - OTHER DWELL;;NOT APPLICABLE/NONE;;
139305;CHPD;DAMAGE TO TOWN PROPERTY;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05292697;35.92695367;N;35.92695367, -79.05292697;2017-01-26;13:00:00;2017-01-26;8:06:00;2017-01-26;8:30:00;;27514;DAMAGE/VANDALIS;GOVERNMENT/PUBLIC BUILDING;;NOT APPLICABLE/NONE;;
139287;CHPD;LARCENY OF FIREARM;1105 NC 54;CHAPEL HILL;NC;-79.07075271;35.89873994;N;35.89873994, -79.07075271;2017-01-26;23:59:59;2017-01-25;8:00:00;2017-01-25;23:30:00;R5;27514;BURGLARY/HOME I;HOME OF VICTIM - OTHER DWELLING;40.0;NOT APPLICABLE/NONE;B;M
139285;CHPD;SUSPICIOUS PERSON;906 CHRISTOPHER RD at ARROWHEAD RD;CHAPEL HILL;NC;-79.02729034;35.91050339;;35.91050339, -79.02729034;2017-01-25;22:02:00;2017-01-25;22:01:00;2017-01-25;22:02:00;;27514;INDECENCY/LEWDN;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139207;CHPD;B&E BUSINESS NO FORCE;100 SALUDA CT;CHAPEL HILL;NC;-79.05370767;35.96014508;N;35.96014508, -79.05370767;2017-01-24;10:17:00;2017-01-24;10:17:00;2017-01-24;10:17:00;;27514;BURGLARY/HOME I;COMMERCIAL/OFFICE BUILDING;;NOT APPLICABLE/NONE;;
139195;CHPD;CLOSE PATROL OF TREES;100 E ROSEMARY ST;CHAPEL HILL;NC;-79.055707;35.91401936;N;35.91401936, -79.055707;2017-01-24;1:40:00;2017-01-24;1:40:00;2017-01-24;1:40:00;BLK;27514;CLOSE PATROL;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
139118;CHPD;TRESPASSING;209 E FRANKLIN ST;CHAPEL HILL;NC;-79.05248323;35.91501855;N;35.91501855, -79.05248323;2017-01-22;6:56:00;2017-01-22;6:50:00;2017-01-22;6:51:00;;27514;PUBLIC SERVICE;CHURCH/SYNAGOGUE/TEMPLE;;NOT APPLICABLE/NONE;;
139104;CHPD;B&E RESIDENCE-FORCE;208 BONSAIL PL;CHAPEL HILL;NC;-79.01786482;35.95847969;Y;35.95847969, -79.01786482;2017-01-21;18:28:00;2017-01-21;15:30:00;2017-01-21;18:25:00;;27514;BURGLARY/HOME I;HOME OF VICTIM - SINGLE FAMILY;54.0;OTHER ENTRY DEVICE;A;M
139090;CHPD;LARCENY- BEER;108 E FRANKLIN ST;CHAPEL HILL;NC;-79.05525024;35.91316473;N;35.91316473, -79.05525024;2017-01-21;11:47:00;2017-01-21;11:47:00;2017-01-21;11:47:00;;27514;THEFT/LARCENY;PHARMACY;;NOT APPLICABLE/NONE;;
140360;CHPD;DAMAGE TO PROPERTY(NON-CRIMINAL);1312 FORDHAM BLVD;CHAPEL HILL;NC;-79.02457137;35.93404507;N;35.93404507, -79.02457137;2017-02-15;8:21:00;2017-02-15;0;2017-02-15;7:30:00;;27514;DAMAGE/VANDALIS;HOTEL/MOTEL;;NOT APPLICABLE/NONE;;
141079;CHPD;DRIVING WHILE IMPAIRED;316 W ROSEMARY ST;CHAPEL HILL;NC;-79.06044201;35.91292051;N;35.91292051, -79.06044201;2017-03-02;23:59:59;2017-03-02;23:59:59;2017-03-02;23:59:59;;27516;ARREST;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
141011;CHPD;INFORMATION;1717 LEGION RD;CHAPEL HILL;NC;-79.01648403;35.94069951;N;35.94069951, -79.01648403;2017-02-28;15:08:00;2017-02-28;15:00:00;2017-02-28;15:00:00;202;27517;DAMAGE/VANDALIS;OTHER RETAIL ESTABLISHMENT;38.0;NOT APPLICABLE/NONE;W;M
140974;CHPD;CHECK FRAUD;201 S ESTES DR;CHAPEL HILL;NC;-79.0297071;35.92785452;N;35.92785452, -79.0297071;2017-02-27;17:25:00;2017-02-27;17:25:00;2017-02-27;17:25:00;;27514;FRAUD OR DECEPT;FINANCIAL INSTITUTION;31.0;NOT APPLICABLE/NONE;U;M
140983;CHPD;B&E    LARCENY F/VEHICLE;108 W ROSEMARY ST;CHAPEL HILL;NC;-79.05710596;35.9140339;N;35.9140339, -79.05710596;2017-02-27;20:37:00;2017-02-27;19:15:00;2017-02-27;20:37:00;;27516;THEFT/LARCENY;PARKING LOT/AREA;33.0;NOT APPLICABLE/NONE;W;F
140836;CHPD;DRIVING WHILE IMPAIRED;325 W ROSEMARY ST;CHAPEL HILL;NC;-79.06052437;35.91214663;N;35.91214663, -79.06052437;2017-02-25;2:02:00;2017-02-25;2:02:00;2017-02-25;2:02:00;;27516;TRAFFIC STOP;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
140817;CHPD;DAMAGE TO PROPERTY(NON-CRIMINAL);828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;-79.05292697;35.92695367;N;35.92695367, -79.05292697;2017-02-24;17:19:00;2017-02-21;6:00:00;2017-02-24;10:30:00;;27514;MISC OFFICER IN;GOVERNMENT/PUBLIC BUILDING;;NOT APPLICABLE/NONE;;
140770;CHPD;LOUD MUSIC/PARTY;316 W ROSEMARY ST;CHAPEL HILL;NC;-79.06044201;35.91292051;N;35.91292051, -79.06044201;2017-02-23;23:08:00;2017-02-23;23:07:00;2017-02-23;23:08:00;307;27516;DISTURBANCE/NUI;HOME OF OFFENDER - OTHER DWELL;;NOT APPLICABLE/NONE;;
140632;CHPD;DOMESTIC DISTURBANCE/NO ASSAULT;220 ELIZABETH ST;CHAPEL HILL;NC;-79.04198605;35.92570528;N;35.92570528, -79.04198605;2017-02-21;3:48:00;2017-02-21;3:45:00;2017-02-21;3:46:00;F8;27514;DOMESTIC DISTUR;PARKING LOT/AREA;23.0;NOT APPLICABLE/NONE;W;F
140643;CHPD;INFORMATION;606 N ESTES DR;CHAPEL HILL;NC;-79.04698684;35.93635308;;35.93635308, -79.04698684;2017-02-21;10:29:00;2017-02-21;10:29:00;2017-02-21;10:29:00;;27514;INFO MESSAGE;SCHOOL/COLLEGE;;NOT APPLICABLE/NONE;;
140560;CHPD;TOWED VEHICLE;180 E FRANKLIN ST at HENDERSON ST;CHAPEL HILL;NC;-79.0528717;35.91431046;N;35.91431046, -79.0528717;2017-02-19;16:01:00;2017-02-19;16:01:00;2017-02-19;16:01:00;;27514;MISC OFFICER IN;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
140530;CHPD;SUSPICIOUS PERSON;1 COBB TER;CHAPEL HILL;NC;-79.05380839;35.9170513;N;35.9170513, -79.05380839;2017-02-18;20:47:00;2017-02-18;20:47:00;2017-02-18;20:47:00;;27514;SUSPICIOUS/WANT;PARKING LOT/AREA;;NOT APPLICABLE/NONE;;
140330;CHPD;FOUND PROPERTY;1714 LEGION RD;CHAPEL HILL;NC;-79.01553307;35.93714656;;35.93714656, -79.01553307;2017-02-14;16:32:00;2017-02-14;16:20:00;2017-02-14;16:25:00;;27517;MISC OFFICER IN;PARKING LOT/AREA;27.0;NOT APPLICABLE/NONE;B;M
140289;CHPD;IMPERSONATION;209 CONNER DR;CHAPEL HILL;NC;-79.03075365;35.93011119;N;35.93011119, -79.03075365;2017-02-13;17:07:00;2017-02-13;12:54:00;2017-02-13;17:00:00;11;27514;FRAUD OR DECEPT;ALL OTHER;24.0;NOT APPLICABLE/NONE;B;F
142112;CHPD;DISTURBANCE;100 E FRANKLIN ST at N COLUMBIA ST;CHAPEL HILL;NC;-79.05542354;35.91310762;U;35.91310762, -79.05542354;2017-03-24;19:16:00;2017-03-24;19:16:00;2017-03-24;19:16:00;;27514;DISTURBANCE/NUI;HIGHWAY/ROAD/STREET  ETC.;45.0;PERSONAL WEAPONS (HANDS  FEET;W;M
142110;CHPD;SUSPICIOUS PERSON;1105 NC 54;CHAPEL HILL;NC;-79.07075271;35.89873994;N;35.89873994, -79.07075271;2017-03-24;18:38:00;2017-03-24;18:38:00;2017-03-24;18:38:00;H3;27514;SUSPICIOUS/WANT;HOME OF VICTIM - OTHER DWELLING;34.0;NOT APPLICABLE/NONE;B;F
141958;CHPD;DAMAGE TO PROPERTY (WILLFUL);1728 FORDHAM BLVD;CHAPEL HILL;NC;-79.02165098;35.937232;N;35.937232, -79.02165098;2017-03-21;23:59:59;2017-03-21;23:59:59;2017-03-21;23:59:59;;27517;TRAFFIC/TRANSPO;HIGHWAY/ROAD/STREET  ETC.;;NOT APPLICABLE/NONE;;
141921;CHPD;LARCENY- ALL OTHER;123 W FRANKLIN ST;CHAPEL HILL;NC;-79.0570372;35.91163748;;35.91163748, -79.0570372;2017-03-20;11:45:00;2017-03-17;14:00:00;2017-03-20;11:45:00;;27516;THEFT/LARCENY;CONSTRUCTION SITE;;NOT APPLICABLE/NONE;;
